Activity,Resource,Weekday,Case,Anomaly
13,3,1,139,1
14,3,1,139,1
15,3,1,139,1
16,1,4,139,1
17,1,4,139,1
18,1,4,139,1
19,1,4,139,1
20,1,4,139,1
21,1,4,139,1
22,1,4,139,1
23,1,4,139,1
24,1,4,139,1
25,1,4,139,1
26,1,4,139,1
27,1,4,139,1
30,1,4,139,1
53,1,5,139,1
54,1,5,139,1
55,1,4,139,1
56,1,4,139,1
31,1,4,139,1
32,1,4,139,1
33,1,4,139,1
34,1,4,139,1
35,1,1,139,1
36,1,1,139,1
37,1,4,139,1
38,1,4,139,1
39,1,4,139,1
47,3,1,139,1
48,3,1,139,1
49,1,4,139,1
50,1,4,139,1
51,1,4,139,1
52,1,4,139,1
4,4,5,140,1
5,4,5,140,1
6,4,5,140,1
7,4,5,140,1
8,4,3,140,1
9,1,5,140,1
10,4,3,140,1
11,4,3,140,1
12,4,3,140,1
13,4,3,140,1
14,4,3,140,1
15,1,4,140,1
16,1,4,140,1
17,1,4,140,1
18,1,4,140,1
19,1,4,140,1
20,1,4,140,1
21,1,4,140,1
22,1,4,140,1
23,1,4,140,1
24,1,4,140,1
25,1,4,140,1
26,1,4,140,1
27,1,4,140,1
30,1,4,140,1
53,1,5,140,1
54,1,5,140,1
55,1,4,140,1
56,1,4,140,1
31,1,4,140,1
32,1,4,140,1
33,1,4,140,1
34,1,4,140,1
35,1,1,140,1
36,1,1,140,1
37,1,4,140,1
38,1,4,140,1
39,1,4,140,1
47,4,3,140,1
48,4,3,140,1
49,1,4,140,1
50,1,4,140,1
51,1,4,140,1
52,1,4,140,1
4,4,5,141,1
5,4,3,141,1
6,4,3,141,1
7,4,3,141,1
8,4,3,141,1
9,4,3,141,1
10,4,3,141,1
11,4,3,141,1
12,4,3,141,1
13,4,3,141,1
14,4,3,141,1
15,1,4,141,1
16,1,4,141,1
17,1,4,141,1
18,1,4,141,1
19,1,4,141,1
20,1,4,141,1
21,1,4,141,1
22,1,4,141,1
23,1,4,141,1
24,1,4,141,1
25,1,4,141,1
26,1,4,141,1
27,1,4,141,1
30,1,4,141,1
53,1,5,141,1
54,1,5,141,1
55,1,4,141,1
56,1,4,141,1
31,1,4,141,1
32,1,4,141,1
33,1,4,141,1
34,1,4,141,1
35,1,1,141,1
36,1,1,141,1
37,1,4,141,1
38,1,4,141,1
39,1,4,141,1
47,4,3,141,1
48,4,3,141,1
49,1,4,141,1
50,1,4,141,1
51,1,4,141,1
52,1,4,141,1
4,4,3,142,1
5,4,4,142,1
6,4,4,142,1
7,4,4,142,1
8,4,4,142,1
9,13,4,142,1
10,4,4,142,1
11,4,4,142,1
12,4,4,142,1
13,4,4,142,1
14,4,4,142,1
15,13,3,142,1
123,13,3,142,1
124,13,3,142,1
16,13,3,142,1
67,13,5,142,1
68,13,5,142,1
17,13,5,142,1
126,13,5,142,1
18,13,5,142,1
19,13,5,142,1
20,13,3,142,1
21,13,3,142,1
22,13,3,142,1
23,13,3,142,1
24,13,3,142,1
25,13,3,142,1
26,13,3,142,1
27,13,3,142,1
30,13,3,142,1
53,4,4,142,1
54,4,4,142,1
55,13,3,142,1
56,13,3,142,1
31,4,5,142,1
32,4,5,142,1
33,4,5,142,1
34,4,5,142,1
35,4,4,142,1
36,4,4,142,1
37,4,5,142,1
38,4,5,142,1
39,4,5,142,1
47,4,4,142,1
48,4,4,142,1
49,13,3,142,1
49,13,5,142,1
89,13,3,142,1
169,13,3,142,1
90,13,3,142,1
91,4,4,142,1
139,4,4,142,1
92,1,4,142,1
93,1,4,142,1
140,1,4,142,1
141,1,4,142,1
50,13,3,142,1
51,13,3,142,1
52,13,3,142,1
4,3,5,143,1
5,3,5,143,1
6,3,5,143,1
7,3,5,143,1
8,3,5,143,1
9,3,5,143,1
10,3,5,143,1
11,3,5,143,1
12,3,5,143,1
13,3,5,143,1
14,3,5,143,1
15,13,5,143,1
123,13,5,143,1
124,13,5,143,1
16,13,5,143,1
17,13,5,143,1
18,13,5,143,1
19,13,5,143,1
127,13,5,143,1
128,13,5,143,1
20,13,5,143,1
21,13,5,143,1
22,13,5,143,1
23,13,5,143,1
24,13,5,143,1
25,13,5,143,1
26,13,5,143,1
27,13,5,143,1
30,13,5,143,1
53,4,4,143,1
54,4,4,143,1
55,13,5,143,1
56,13,5,143,1
31,4,5,143,1
32,4,5,143,1
33,4,5,143,1
34,4,5,143,1
35,4,4,143,1
36,4,4,143,1
37,4,5,143,1
38,4,5,143,1
39,4,5,143,1
138,4,5,143,1
76,4,5,143,1
178,4,3,143,1
47,3,5,143,1
48,3,5,143,1
49,13,5,143,1
50,13,5,143,1
51,13,5,143,1
52,13,5,143,1
4,1,2,144,1
5,1,3,144,1
6,1,3,144,1
7,1,3,144,1
8,1,3,144,1
9,1,3,144,1
10,1,3,144,1
11,1,3,144,1
12,1,3,144,1
13,1,3,144,1
14,1,3,144,1
15,13,5,144,1
16,13,5,144,1
17,13,5,144,1
18,13,5,144,1
19,13,5,144,1
20,13,5,144,1
21,13,5,144,1
22,13,5,144,1
23,13,5,144,1
24,13,5,144,1
25,13,5,144,1
26,13,5,144,1
27,13,5,144,1
30,13,5,144,1
53,4,4,144,1
54,4,4,144,1
55,13,5,144,1
56,13,5,144,1
31,4,3,144,1
32,4,3,144,1
33,4,3,144,1
34,4,3,144,1
35,4,4,144,1
36,4,4,144,1
37,4,3,144,1
38,4,3,144,1
39,4,3,144,1
47,1,3,144,1
48,1,3,144,1
49,13,5,144,1
50,13,5,144,1
51,13,5,144,1
52,13,5,144,1
4,1,1,145,1
5,1,3,145,1
6,1,3,145,1
7,1,3,145,1
8,1,3,145,1
9,1,3,145,1
10,1,3,145,1
11,1,3,145,1
12,1,3,145,1
13,1,3,145,1
14,1,3,145,1
15,13,5,145,1
16,13,5,145,1
17,13,5,145,1
18,13,5,145,1
19,13,5,145,1
20,13,5,145,1
21,13,5,145,1
22,13,5,145,1
23,13,5,145,1
24,13,5,145,1
25,13,5,145,1
26,13,5,145,1
27,13,5,145,1
30,13,5,145,1
53,4,4,145,1
54,4,4,145,1
55,13,5,145,1
56,13,5,145,1
31,4,4,145,1
32,4,4,145,1
33,4,4,145,1
34,4,4,145,1
35,4,4,145,1
36,4,4,145,1
37,4,4,145,1
38,4,4,145,1
39,4,4,145,1
47,1,3,145,1
48,1,3,145,1
49,13,5,145,1
50,13,5,145,1
51,13,5,145,1
52,13,5,145,1
4,1,5,146,1
5,1,3,146,1
6,1,3,146,1
7,1,3,146,1
8,1,3,146,1
9,1,3,146,1
10,1,3,146,1
11,1,3,146,1
12,1,3,146,1
13,1,3,146,1
14,1,3,146,1
15,13,3,146,1
16,13,3,146,1
17,13,3,146,1
18,13,3,146,1
19,13,3,146,1
20,13,3,146,1
21,13,3,146,1
22,13,3,146,1
23,13,3,146,1
24,13,3,146,1
25,13,3,146,1
26,13,3,146,1
27,13,3,146,1
30,13,3,146,1
53,4,4,146,1
54,4,4,146,1
55,13,3,146,1
56,13,3,146,1
31,4,5,146,1
32,4,5,146,1
33,4,5,146,1
34,4,5,146,1
35,4,4,146,1
36,4,4,146,1
37,4,5,146,1
38,4,5,146,1
39,4,5,146,1
47,1,3,146,1
48,1,3,146,1
49,13,3,146,1
50,13,3,146,1
51,13,3,146,1
52,13,3,146,1
4,1,3,147,1
5,1,4,147,1
6,1,4,147,1
7,1,4,147,1
8,1,4,147,1
9,1,4,147,1
10,1,4,147,1
11,1,4,147,1
12,1,4,147,1
13,1,4,147,1
14,1,4,147,1
15,2,3,147,1
16,2,3,147,1
47,1,4,147,1
48,1,4,147,1
49,2,3,147,1
89,2,3,147,1
169,2,3,147,1
139,2,3,147,1
92,2,3,147,1
230,2,3,147,1
231,2,3,147,1
232,2,3,147,1
233,2,3,147,1
234,2,3,147,1
235,2,3,147,1
236,2,3,147,1
237,2,3,147,1
238,2,3,147,1
252,2,3,147,1
239,2,3,147,1
240,2,3,147,1
241,2,3,147,1
253,2,3,147,1
4,1,4,148,1
5,1,1,148,1
6,1,1,148,1
7,1,1,148,1
8,1,1,148,1
9,1,1,148,1
10,1,1,148,1
11,1,1,148,1
12,1,1,148,1
13,1,1,148,1
14,1,1,148,1
15,1,1,148,1
16,1,1,148,1
17,13,4,148,1
18,13,4,148,1
19,13,4,148,1
20,13,4,148,1
21,13,4,148,1
22,13,4,148,1
23,13,4,148,1
24,13,4,148,1
25,13,4,148,1
26,13,4,148,1
27,13,4,148,1
30,13,4,148,1
53,4,4,148,1
54,4,4,148,1
55,13,4,148,1
56,13,4,148,1
31,4,5,148,1
32,4,5,148,1
33,4,5,148,1
34,4,5,148,1
35,4,4,148,1
36,4,4,148,1
37,4,5,148,1
38,4,5,148,1
39,4,5,148,1
47,1,1,148,1
48,1,1,148,1
49,13,4,148,1
50,13,4,148,1
51,13,4,148,1
52,13,4,148,1
4,1,2,149,1
5,1,1,149,1
6,1,1,149,1
7,1,1,149,1
8,1,1,149,1
9,1,1,149,1
10,1,1,149,1
11,1,1,149,1
12,1,1,149,1
13,1,1,149,1
14,1,1,149,1
47,1,1,149,1
48,1,1,149,1
4,4,7,150,1
5,4,3,150,1
6,4,3,150,1
7,4,3,150,1
8,4,3,150,1
9,13,3,150,1
10,4,3,150,1
11,4,3,150,1
12,4,3,150,1
15,13,1,150,1
16,13,5,150,1
17,13,5,150,1
18,13,5,150,1
19,13,5,150,1
20,13,5,150,1
21,13,5,150,1
22,13,5,150,1
23,13,5,150,1
24,13,5,150,1
25,13,5,150,1
26,13,5,150,1
27,13,5,150,1
30,13,5,150,1
53,4,4,150,1
54,4,4,150,1
55,13,5,150,1
56,13,5,150,1
31,4,4,150,1
32,4,4,150,1
33,4,4,150,1
34,4,4,150,1
35,4,4,150,1
36,4,4,150,1
37,4,4,150,1
38,4,4,150,1
39,4,4,150,1
47,4,3,150,1
48,4,3,150,1
49,13,5,150,1
50,13,5,150,1
51,13,5,150,1
52,13,5,150,1
4,4,2,151,1
5,4,4,151,1
6,4,4,151,1
7,1,1,151,1
10,1,1,151,1
11,1,1,151,1
12,1,1,151,1
13,1,1,151,1
14,1,1,151,1
15,1,1,151,1
16,1,1,151,1
17,1,1,151,1
18,1,1,151,1
19,1,1,151,1
20,1,1,151,1
21,1,1,151,1
22,1,1,151,1
23,1,1,151,1
24,1,1,151,1
25,1,1,151,1
26,1,1,151,1
27,1,1,151,1
30,1,1,151,1
53,1,5,151,1
54,1,5,151,1
55,1,1,151,1
56,1,1,151,1
31,1,1,151,1
32,1,1,151,1
33,1,1,151,1
34,1,1,151,1
35,1,1,151,1
36,1,5,151,1
37,1,1,151,1
38,1,1,151,1
39,1,1,151,1
47,1,1,151,1
48,1,1,151,1
49,1,1,151,1
50,1,1,151,1
51,1,1,151,1
52,1,1,151,1
4,1,1,152,1
5,1,1,152,1
6,1,1,152,1
7,1,1,152,1
10,1,1,152,1
11,1,1,152,1
12,1,1,152,1
13,1,1,152,1
14,1,1,152,1
15,1,4,152,1
16,1,4,152,1
17,1,4,152,1
18,1,4,152,1
19,1,4,152,1
20,1,4,152,1
21,1,4,152,1
22,1,4,152,1
23,1,4,152,1
24,1,4,152,1
25,1,4,152,1
26,1,4,152,1
27,1,4,152,1
30,1,4,152,1
53,1,5,152,1
54,1,5,152,1
55,1,4,152,1
56,1,4,152,1
31,1,4,152,1
32,1,4,152,1
33,1,4,152,1
34,1,4,152,1
35,1,1,152,1
36,1,1,152,1
37,1,4,152,1
38,1,4,152,1
39,1,4,152,1
47,1,1,152,1
48,1,1,152,1
49,1,4,152,1
50,1,4,152,1
51,1,4,152,1
52,1,4,152,1
4,1,3,153,1
5,1,4,153,1
6,1,4,153,1
7,1,4,153,1
8,1,4,153,1
9,1,2,153,1
10,1,4,153,1
11,1,4,153,1
12,1,4,153,1
13,1,4,153,1
14,1,4,153,1
47,1,4,153,1
48,1,4,153,1
4,1,4,154,1
5,1,2,154,1
6,1,2,154,1
7,1,2,154,1
8,1,2,154,1
9,1,2,154,1
10,1,2,154,1
11,1,2,154,1
12,1,2,154,1
13,1,2,154,1
14,1,2,154,1
47,1,2,154,1
48,1,2,154,1
4,1,4,155,1
5,1,1,155,1
6,1,1,155,1
7,1,1,155,1
8,1,1,155,1
9,1,1,155,1
10,1,1,155,1
11,1,1,155,1
12,1,1,155,1
13,1,1,155,1
14,1,1,155,1
47,1,1,155,1
48,1,1,155,1
4,1,2,156,1
5,1,4,156,1
6,1,4,156,1
7,1,4,156,1
8,1,4,156,1
9,1,4,156,1
10,1,4,156,1
11,1,4,156,1
12,1,4,156,1
13,1,4,156,1
14,1,4,156,1
47,1,4,156,1
48,1,4,156,1
4,1,2,157,1
5,1,1,157,1
6,1,1,157,1
7,1,1,157,1
8,1,1,157,1
9,1,1,157,1
10,1,1,157,1
11,1,1,157,1
12,1,1,157,1
13,1,1,157,1
14,1,1,157,1
47,1,1,157,1
48,1,1,157,1
4,11,3,158,1
6,11,4,158,1
7,11,4,158,1
58,11,4,158,1
59,11,4,158,1
103,11,4,158,1
60,11,4,158,1
4,1,5,159,1
6,1,4,159,1
4,16,3,160,1
6,16,5,160,1
7,16,5,160,1
8,16,5,160,1
9,16,4,160,1
58,16,5,160,1
59,16,5,160,1
60,16,5,160,1
61,16,5,160,1
62,16,3,160,1
63,16,4,160,1
63,16,5,160,1
64,16,5,160,1
64,5,3,160,1
65,16,5,160,1
65,5,3,160,1
66,16,5,160,1
66,5,3,160,1
16,16,5,160,1
16,5,3,160,1
67,16,5,160,1
67,5,3,160,1
68,5,5,160,1
68,16,2,160,1
18,16,5,160,1
18,5,3,160,1
69,5,3,160,1
70,5,3,160,1
71,5,3,160,1
72,5,3,160,1
73,5,3,160,1
21,5,3,160,1
22,5,3,160,1
23,5,3,160,1
74,5,3,160,1
24,5,3,160,1
25,5,3,160,1
27,2,1,160,1
28,2,1,160,1
32,2,1,160,1
34,2,1,160,1
35,2,1,160,1
75,2,1,160,1
76,2,3,160,1
78,16,5,160,1
79,16,5,160,1
89,16,5,160,1
90,16,5,160,1
91,16,4,160,1
92,16,5,160,1
93,16,1,160,1
94,5,3,160,1
50,5,3,160,1
4,4,3,161,1
6,4,5,161,1
4,4,3,162,1
6,4,1,162,1
7,4,1,162,1
58,4,1,162,1
59,4,1,162,1
60,4,1,162,1
61,4,1,162,1
62,4,1,162,1
63,4,1,162,1
63,4,3,162,1
64,2,5,162,1
65,2,5,162,1
66,2,5,162,1
16,2,5,162,1
67,2,5,162,1
68,2,5,162,1
18,2,5,162,1
78,5,4,162,1
89,2,5,162,1
90,2,5,162,1
91,2,4,162,1
4,6,3,163,1
6,6,4,163,1
7,6,4,163,1
8,5,2,163,1
9,5,2,163,1
58,5,2,163,1
60,5,2,163,1
4,4,1,164,1
6,4,5,164,1
7,4,5,164,1
58,4,5,164,1
59,2,5,164,1
60,4,5,164,1
61,4,5,164,1
62,4,5,164,1
63,4,5,164,1
63,4,3,164,1
64,8,5,164,1
65,8,5,164,1
66,8,5,164,1
16,8,5,164,1
67,8,5,164,1
68,8,5,164,1
18,8,5,164,1
69,8,5,164,1
70,8,5,164,1
71,8,5,164,1
72,8,5,164,1
73,8,5,164,1
21,8,5,164,1
22,8,5,164,1
23,2,5,164,1
74,2,5,164,1
24,2,5,164,1
25,2,5,164,1
27,2,5,164,1
28,2,1,164,1
32,2,5,164,1
34,2,5,164,1
35,2,2,164,1
75,2,5,164,1
76,2,3,164,1
78,2,5,164,1
79,2,5,164,1
50,8,5,164,1
4,4,1,165,1
6,4,5,165,1
7,4,5,165,1
58,4,5,165,1
59,2,4,165,1
60,4,5,165,1
61,4,5,165,1
62,4,5,165,1
63,4,5,165,1
63,4,3,165,1
64,2,4,165,1
65,5,5,165,1
66,2,4,165,1
16,5,5,165,1
67,5,5,165,1
68,5,5,165,1
18,5,5,165,1
69,5,5,165,1
70,5,5,165,1
71,5,5,165,1
72,5,5,165,1
73,5,5,165,1
21,5,5,165,1
22,5,5,165,1
23,5,5,165,1
74,5,5,165,1
24,5,5,165,1
25,2,5,165,1
27,2,5,165,1
28,2,5,165,1
32,2,5,165,1
34,2,5,165,1
35,2,5,165,1
75,2,5,165,1
76,2,3,165,1
78,2,5,165,1
79,2,4,165,1
80,2,4,165,1
81,2,3,165,1
82,2,4,165,1
83,2,4,165,1
84,2,4,165,1
85,2,4,165,1
86,2,4,165,1
87,2,5,165,1
88,2,5,165,1
50,5,5,165,1
4,4,1,166,1
6,4,5,166,1
7,4,5,166,1
58,4,5,166,1
59,2,5,166,1
60,4,5,166,1
61,4,5,166,1
62,4,5,166,1
63,4,5,166,1
63,4,3,166,1
64,8,3,166,1
65,8,3,166,1
66,8,3,166,1
16,8,3,166,1
67,8,3,166,1
68,8,3,166,1
18,8,3,166,1
69,8,3,166,1
70,8,3,166,1
71,8,3,166,1
72,8,3,166,1
73,8,3,166,1
21,8,3,166,1
22,8,3,166,1
23,2,5,166,1
74,2,5,166,1
24,2,5,166,1
25,2,5,166,1
27,2,5,166,1
28,2,4,166,1
32,2,5,166,1
34,2,5,166,1
78,2,5,166,1
79,2,5,166,1
50,8,3,166,1
4,1,3,167,1
6,1,1,167,1
7,1,1,167,1
58,1,1,167,1
59,1,1,167,1
60,1,1,167,1
61,1,1,167,1
62,1,1,167,1
63,1,1,167,1
63,1,3,167,1
64,1,1,167,1
65,8,5,167,1
66,1,1,167,1
16,8,5,167,1
67,8,5,167,1
68,8,5,167,1
18,8,5,167,1
69,8,5,167,1
70,2,2,167,1
71,2,2,167,1
72,8,5,167,1
73,2,2,167,1
21,2,2,167,1
22,2,2,167,1
107,2,2,167,1
108,2,2,167,1
268,2,2,167,1
269,2,3,167,1
109,2,2,167,1
23,2,2,167,1
24,2,2,167,1
25,2,2,167,1
27,2,2,167,1
28,2,4,167,1
32,2,2,167,1
34,2,2,167,1
35,2,2,167,1
75,2,2,167,1
76,2,3,167,1
78,1,1,167,1
79,1,1,167,1
50,2,2,167,1
4,1,3,168,1
6,1,1,168,1
7,1,1,168,1
58,1,1,168,1
59,1,1,168,1
60,1,1,168,1
61,1,1,168,1
62,1,1,168,1
63,1,1,168,1
63,1,3,168,1
64,1,1,168,1
65,1,1,168,1
66,1,1,168,1
16,1,1,168,1
67,1,1,168,1
68,1,1,168,1
18,7,5,168,1
69,7,5,168,1
70,2,5,168,1
71,2,5,168,1
72,7,5,168,1
73,2,5,168,1
21,2,5,168,1
22,2,5,168,1
23,2,5,168,1
74,2,5,168,1
24,2,5,168,1
25,2,5,168,1
27,2,5,168,1
28,2,5,168,1
32,2,5,168,1
34,2,5,168,1
35,2,2,168,1
75,2,5,168,1
76,2,3,168,1
78,1,1,168,1
79,1,1,168,1
50,2,5,168,1
4,4,4,169,1
6,4,5,169,1
7,4,5,169,1
58,4,5,169,1
59,5,3,169,1
60,4,5,169,1
61,4,5,169,1
62,4,5,169,1
63,4,5,169,1
63,4,3,169,1
64,17,5,169,1
65,17,5,169,1
66,17,5,169,1
16,17,5,169,1
67,17,5,169,1
68,17,5,169,1
18,17,5,169,1
69,17,5,169,1
70,8,3,169,1
71,8,3,169,1
72,17,5,169,1
73,8,3,169,1
21,8,3,169,1
22,8,5,169,1
23,8,5,169,1
74,8,5,169,1
24,8,5,169,1
25,8,5,169,1
27,2,5,169,1
28,2,5,169,1
32,2,5,169,1
34,2,5,169,1
35,2,3,169,1
75,2,5,169,1
76,2,3,169,1
78,8,5,169,1
79,12,3,169,1
80,12,3,169,1
81,12,4,169,1
82,12,3,169,1
83,8,5,169,1
84,8,5,169,1
85,8,5,169,1
86,8,5,169,1
87,8,5,169,1
88,8,5,169,1
50,8,3,169,1
4,4,4,170,1
6,4,5,170,1
7,4,5,170,1
58,4,5,170,1
60,4,5,170,1
61,4,5,170,1
62,4,5,170,1
63,4,5,170,1
63,4,3,170,1
4,1,4,171,1
6,1,4,171,1
7,1,4,171,1
58,1,4,171,1
60,1,4,171,1
61,1,4,171,1
62,1,4,171,1
63,1,4,171,1
63,1,3,171,1
64,8,1,171,1
65,8,1,171,1
66,8,1,171,1
16,8,1,171,1
67,8,1,171,1
68,8,4,171,1
18,8,1,171,1
69,8,1,171,1
78,4,1,171,1
245,4,3,171,1
256,4,1,171,1
257,4,1,171,1
270,4,1,171,1
271,4,5,171,1
4,6,5,172,1
6,6,1,172,1
7,6,1,172,1
8,6,1,172,1
9,6,1,172,1
58,6,1,172,1
77,6,1,172,1
272,6,1,172,1
273,6,1,172,1
274,6,1,172,1
275,6,1,172,1
276,6,1,172,1
4,6,4,173,1
6,6,5,173,1
7,6,5,173,1
8,4,3,173,1
9,4,5,173,1
58,4,3,173,1
59,5,1,173,1
60,4,3,173,1
61,4,3,173,1
62,4,3,173,1
63,4,3,173,1
63,4,3,173,1
64,8,5,173,1
64,5,3,173,1
65,8,5,173,1
65,5,3,173,1
66,5,1,173,1
66,5,3,173,1
16,5,1,173,1
16,5,3,173,1
67,5,1,173,1
67,5,3,173,1
68,5,3,173,1
68,5,3,173,1
18,5,1,173,1
18,5,3,173,1
89,5,1,173,1
90,5,1,173,1
91,5,5,173,1
92,5,1,173,1
93,5,2,173,1
230,5,3,173,1
231,5,3,173,1
233,5,3,173,1
234,5,3,173,1
277,5,3,173,1
252,5,3,173,1
239,5,4,173,1
94,5,3,173,1
4,6,6,174,1
6,6,5,174,1
7,6,5,174,1
8,6,4,174,1
9,6,5,174,1
58,6,4,174,1
59,5,3,174,1
60,6,4,174,1
61,6,4,174,1
62,6,4,174,1
63,7,3,174,1
63,5,4,174,1
64,5,3,174,1
65,5,3,174,1
66,5,3,174,1
16,5,3,174,1
67,5,3,174,1
68,7,4,174,1
18,7,5,174,1
69,7,5,174,1
70,7,5,174,1
71,7,5,174,1
72,7,5,174,1
73,7,5,174,1
21,7,5,174,1
22,7,5,174,1
23,7,5,174,1
74,7,5,174,1
24,7,5,174,1
25,7,5,174,1
27,7,5,174,1
28,7,4,174,1
32,7,5,174,1
34,7,5,174,1
35,7,2,174,1
75,7,5,174,1
76,7,3,174,1
78,5,3,174,1
79,5,3,174,1
50,7,5,174,1
4,6,5,175,1
6,6,5,175,1
7,6,5,175,1
8,1,2,175,1
9,1,5,175,1
58,1,2,175,1
4,6,7,176,1
6,6,5,176,1
7,6,5,176,1
8,6,5,176,1
9,6,5,176,1
58,6,5,176,1
59,10,4,176,1
60,6,5,176,1
61,10,5,176,1
62,10,5,176,1
63,10,4,176,1
63,10,4,176,1
64,10,4,176,1
65,10,4,176,1
66,10,4,176,1
16,10,4,176,1
18,10,4,176,1
69,10,4,176,1
69,10,4,176,1
70,10,4,176,1
71,10,4,176,1
72,10,4,176,1
20,10,4,176,1
73,10,4,176,1
21,10,4,176,1
22,10,4,176,1
23,10,4,176,1
74,10,4,176,1
24,10,4,176,1
25,10,4,176,1
27,2,2,176,1
28,2,2,176,1
34,2,2,176,1
35,2,2,176,1
75,2,2,176,1
76,2,3,176,1
95,10,4,176,1
78,10,4,176,1
79,10,5,176,1
112,10,5,176,1
113,10,5,176,1
114,10,5,176,1
115,10,5,176,1
85,10,5,176,1
86,10,5,176,1
50,10,4,176,1
4,6,5,177,1
6,2,2,177,1
7,2,2,177,1
8,2,2,177,1
9,6,1,177,1
58,2,2,177,1
60,2,2,177,1
61,2,2,177,1
62,5,2,177,1
63,10,3,177,1
63,2,2,177,1
64,2,2,177,1
65,2,2,177,1
66,2,2,177,1
16,2,2,177,1
104,2,2,177,1
17,2,2,177,1
179,2,2,177,1
106,10,4,177,1
70,2,2,177,1
71,2,2,177,1
72,2,2,177,1
73,2,2,177,1
21,2,2,177,1
22,2,2,177,1
129,2,2,177,1
130,2,2,177,1
131,2,2,177,1
133,2,2,177,1
181,2,2,177,1
134,2,2,177,1
135,2,2,177,1
136,2,2,177,1
24,7,1,177,1
25,7,1,177,1
27,7,1,177,1
55,7,4,177,1
32,7,1,177,1
34,7,1,177,1
35,7,2,177,1
75,7,1,177,1
76,7,3,177,1
111,2,2,177,1
78,2,2,177,1
79,2,2,177,1
50,2,2,177,1
142,2,2,177,1
187,2,2,177,1
188,2,4,177,1
189,2,2,177,1
190,2,2,177,1
145,2,2,177,1
146,2,2,177,1
148,7,1,177,1
51,7,1,177,1
4,1,2,178,1
6,1,1,178,1
7,1,1,178,1
8,1,1,178,1
9,1,1,178,1
58,1,1,178,1
59,8,4,178,1
60,1,2,178,1
61,1,2,178,1
62,1,2,178,1
63,8,2,178,1
63,8,4,178,1
64,8,4,178,1
64,8,5,178,1
65,8,4,178,1
65,8,5,178,1
66,8,4,178,1
66,8,5,178,1
16,8,4,178,1
16,8,5,178,1
67,8,4,178,1
67,8,5,178,1
68,8,2,178,1
68,8,2,178,1
18,8,4,178,1
18,8,5,178,1
69,8,5,178,1
70,8,5,178,1
71,8,5,178,1
72,8,5,178,1
73,8,5,178,1
21,8,5,178,1
22,8,3,178,1
23,8,3,178,1
74,8,3,178,1
24,8,3,178,1
25,8,3,178,1
27,7,3,178,1
28,7,3,178,1
32,7,3,178,1
34,7,3,178,1
35,7,3,178,1
75,7,3,178,1
76,7,3,178,1
78,8,4,178,1
79,8,3,178,1
89,8,4,178,1
90,8,4,178,1
91,8,4,178,1
92,8,5,178,1
93,8,3,178,1
94,8,5,178,1
50,8,5,178,1
4,6,4,179,1
6,6,5,179,1
7,6,5,179,1
8,6,5,179,1
9,6,5,179,1
58,1,1,179,1
59,2,5,179,1
60,1,1,179,1
61,1,1,179,1
62,1,1,179,1
63,1,3,179,1
63,1,1,179,1
64,2,5,179,1
65,2,5,179,1
66,2,5,179,1
16,2,5,179,1
67,2,5,179,1
68,2,1,179,1
18,2,5,179,1
69,2,5,179,1
70,2,5,179,1
71,2,5,179,1
72,2,5,179,1
73,2,5,179,1
21,2,5,179,1
22,2,5,179,1
23,2,5,179,1
74,2,5,179,1
24,2,5,179,1
25,2,5,179,1
27,2,5,179,1
28,2,5,179,1
32,2,5,179,1
34,2,5,179,1
35,2,5,179,1
75,2,5,179,1
76,2,3,179,1
78,2,5,179,1
79,5,3,179,1
80,5,3,179,1
81,5,3,179,1
82,5,3,179,1
83,5,3,179,1
84,5,3,179,1
85,5,3,179,1
86,5,3,179,1
87,2,5,179,1
88,2,5,179,1
50,2,5,179,1
4,6,5,180,1
6,6,4,180,1
7,6,4,180,1
8,6,4,180,1
9,6,4,180,1
58,1,1,180,1
59,2,1,180,1
60,1,1,180,1
61,1,1,180,1
62,1,1,180,1
63,1,3,180,1
63,1,1,180,1
64,2,1,180,1
65,2,1,180,1
66,2,1,180,1
16,2,1,180,1
67,2,1,180,1
68,2,5,180,1
18,2,1,180,1
69,2,1,180,1
70,2,1,180,1
71,2,1,180,1
72,2,1,180,1
73,2,1,180,1
21,2,1,180,1
22,2,1,180,1
23,2,1,180,1
74,2,1,180,1
24,2,1,180,1
25,2,1,180,1
27,2,1,180,1
28,2,1,180,1
32,2,1,180,1
34,2,1,180,1
35,2,2,180,1
75,2,1,180,1
76,2,3,180,1
78,2,1,180,1
79,2,1,180,1
50,2,1,180,1
4,1,4,181,1
6,1,2,181,1
7,1,2,181,1
8,1,2,181,1
9,1,2,181,1
58,1,2,181,1
60,5,2,181,1
61,5,2,181,1
62,5,2,181,1
4,1,5,182,1
6,1,2,182,1
7,1,2,182,1
8,1,2,182,1
9,1,2,182,1
58,1,2,182,1
4,1,3,183,1
6,1,4,183,1
7,1,4,183,1
8,1,4,183,1
9,1,4,183,1
58,1,4,183,1
59,8,1,183,1
60,8,1,183,1
61,8,1,183,1
62,8,1,183,1
12,8,1,183,1
64,8,1,183,1
65,8,1,183,1
66,8,1,183,1
16,8,1,183,1
179,8,1,183,1
180,8,1,183,1
182,8,1,183,1
183,8,1,183,1
184,8,1,183,1
78,4,5,183,1
245,4,3,183,1
256,4,5,183,1
257,4,5,183,1
